category,num_restaurants
Indian-Kids Friendly-Desserts,1
Indian-Mediterranean-Middle Eastern,1
Indian-Nepalese-Asian,1
Indian-Nepalese-Family Friendly-Group Friendly-Allergy Friendly,1
American-Noodles-Jewish-Soup-Healthy,1
Indian-Noodles-Asian-Asian Fusion-Himalayan-Vegetarian Friendly-Chinese,1
Indian-Noodles-Gluten Free-Vegan-Fast Food,1
Indian-Noodles-Vegetarian Friendly-Chicken-British-Indian Curry,1
Vegetarian-Asian-Healthy,1
Indian-North Indian-Indian Curry,1
Vegetarian-Asian-Healthy-Family Friendly-Bubble Tea-Chinese,1
Indian-North Indian-Vegetarian Friendly-Indian Curry-Vegetarian-Rice-bowls-Healthy,1
Indian-North Indian-Vegetarian Friendly-Vegan Friendly-Indian Curry-Family Friendly-Asian-Asian Fusion-Group Friendly,1
Indian-Pakistani,1
Indian-Pakistani-Asian-Vegetarian-Vegetarian Friendly,1
Indian-Pakistani-Chicken-Halal-BOGO,1
American-New American-Wings-Burgers-Burgers-Chicken-Steak-Seafood-Sandwich-Sandwiches-Salads-Salads-Tacos-Tacos-Bar Food-Vegetarian Friendly-Kids Friendly-Family Friendly,1
Indian-Pakistani-Chicken-Halal-Vegetarian Friendly,1
Indian-Pakistani-Chicken-Halal-Vegetarian-Gluten Free-Vegan,1
Indian-Pakistani-Chicken-Halal-Vegetarian-Gluten Free-Vegan-Fast Food,1
Indian-Pakistani-Fried Chicken-Fast Food-Desserts,1
American-New American-Snacks-Salads-Healthy,1
Indian-Pakistani-Halal-Chicken-Family Meals-Allergy Friendly-Family Friendly,1
Indian-Pakistani-Halal-Healthy-Comfort Food-Vegetarian-Allergy Friendly,1
American-New American-Pasta,1
American-New American-Mexican-Tex Mex,1
Indian-Pakistani-Healthy-Gluten Free-Vegan,1
Indian-Pakistani-Indian Curry-Chicken-Diner-Vegetarian-Halal-Vegan-Fast Food,1
American-New American-Exclusive to Eats,1
Indian-Pakistani-Indian Curry-Chicken-Halal-Gluten Free-Vegetarian-Vegan-Diner,1
Indian-Pakistani-Indian Curry-Chicken-Halal-Vegetarian-Gluten Free-BOGO-Exclusive to Eats,1
Indian-Pakistani-Indian Curry-Chicken-Halal-Vegetarian-Gluten Free-Vegan,1
Vegetarian-Asian-Indian Curry-Healthy,1
Indian-Pakistani-Indian Curry-Chicken-Halal-Vegetarian-Gluten Free-Vegan-Fast Food-Diner,1
Indian-Pakistani-Indian Curry-Exclusive to Eats-Vegetarian Friendly-Diner-Halal-Street Food,1
Indian-Pakistani-Indian Curry-Fast Food-Halal-Chicken-Halal-Vegan-Chicken,1
Vegetarian-Asian-Nepalese-Healthy,1
Vegetarian-Asian-Pakistani-Indian Curry-Vegan,1
Indian-Pakistani-Indian Curry-Vegetarian-Healthy,1
American-New American-Desserts,1
Indian-Pakistani-Nepalese,1
Indian-Pakistani-Salads-Vegetarian Friendly-Healthy-Vegan-Gluten Free-Halal-Desserts-Family Friendly-Indian Curry,1
Indian-Pakistani-Vegan-Vegetarian-Indian Curry,1
Indian-Pakistani-Vegetarian,1
Indian-Pakistani-Vegetarian Friendly-Healthy-Vegan-Gluten Free-Halal-Desserts-Indian Curry,1
Indian-Pakistani-Vegetarian-Diner-Gluten Free,1
Indian-Pakistani-Vegetarian-Gluten Free-Halal,1
American-New American-Comfort Food-Exclusive to Eats,1
Vegetarian-Bakery-Breakfast and Brunch-Sandwich-Desserts-Healthy,1
Indian-Pasta-Pizza,1
Indian-Pizza-Family Friendly,1
Indian-Pizza-Wings,1
Indian-Rice-bowls-Indian Curry-Specialty Foods,1
Indian-Salads-Burgers-Seafood-Family Meals-Healthy-Group Friendly,1
Indian-Salads-Chicken-Healthy,1
Indian-Salads-Comfort Food-Healthy,1
Indian-Salads-Comfort Food-Vegan-Vegan Friendly-Gluten Free-Gluten Free Friendly-Indian Curry-Allergy Friendly-Alcohol,1
Indian-Salads-Sandwich-Alcohol,1
wings-American,1
Indian-Salads-Seafood-Healthy,1
Indian-Salads-Street Food-Family Meals-Healthy,1
Indian-Sandwich-Burgers-Salads-Healthy,1
Indian-Sandwich-Fast Food-Street Food-Burgers-Breakfast and Brunch-Vegetarian-Vegan-Exclusive to Eats-Vegetarian Friendly,1
Indian-Sandwiches-Burgers,1
Indian-Seafood-Desserts,1
Indian-Seafood-Indian Curry,1
Indian-Seafood-Indian Curry-Desserts-Allergy Friendly-Family Friendly,1
Indian-Seafood-Vegetarian Friendly,1
Indian-Seafood-Vegetarian Friendly-Vegetarian-Healthy-Group Friendly,1
Indian-Soup-Salads-Indian Curry-Vegan Friendly-Vegetarian Friendly-Kids Friendly-Family Friendly-Local Specialities,1
Indian-South Indian,1
Indian-South Indian-Desserts,1
Indian-South Indian-Halal-Vegetarian Friendly,1
Indian-South Indian-Street Food,1
Indian-South Indian-Vegetarian Friendly,1
Vegetarian-Caribbean-Jamaican-Vegan-Vegan Friendly-Healthy-Black-owned,1
American-New American-Burgers-Sandwich-Salads-Seafood-Healthy-Family Friendly,1
Indian-Vegan-Comfort Food-Alcohol,1
Indian-Vegan-Indian Curry-Healthy-Gluten Free,1
Indian-Vegan-Vegetarian-Asian-Pakistani,1
Vegetarian-Chicken-Asian-Desserts-Healthy,1
Vegetarian-Chicken-European,1
Indian-Vegan-Vegetarian-Healthy-Gluten Free,1
American-New American-Burgers-Family Friendly-Wings,1
American-New American-Breakfast and Brunch-Sandwich-Mediterranean-Desserts,1
Indian-Vegetarian Friendly-Allergy Friendly-Family Friendly,1
Indian-Vegetarian Friendly-Allergy Friendly-Vegan,1
Indian-Vegetarian Friendly-Biryani-Family Friendly-Group Friendly,1
Indian-Vegetarian Friendly-Chicken-Indian Curry-Pakistani-Halal-Exclusive to Eats-Gluten Free,1
Vegetarian-Chicken-Halal-Pakistani-Indian,1
Indian-Vegetarian Friendly-Family Friendly,1
Indian-Vegetarian Friendly-Family Meals-Family Friendly,1
Indian-Vegetarian Friendly-Group Friendly,1
Indian-Vegetarian Friendly-Halal-Vegan Friendly-Family Meals-Group Friendly,1
Indian-Vegetarian Friendly-Himalayan,1
Indian-Vegetarian Friendly-Indian Curry,1
Vegetarian-Family Meals-Mediterranean-Persian-Healthy-Family Friendly,1
Indian-Vegetarian Friendly-North Indian,1
Indian-Vegetarian Friendly-North Indian-Exclusive to Eats-Group Friendly-Alcohol,1
Indian-Vegetarian Friendly-North Indian-Family Meals,1
Indian-Vegetarian Friendly-Pakistani-Chicken-Exclusive to Eats,1
Indian-Vegetarian Friendly-Seafood,1
Indian-Vegetarian Friendly-Vegetarian-Chicken-Asian-Asian Fusion-South Indian-Seafood-Healthy-Family Friendly,1
Indian-Vegetarian-Allergy Friendly,1
Indian-Vegetarian-Allergy Friendly-Salads-Vegan,1
Indian-Vegetarian-Allergy Friendly-Vegan-Salads,1
American-New American-Breakfast and Brunch-Salads-Healthy,1
American-Mexican-Tex Mex,1
American-Mexican-Snacks,1
American-Mexican-Salvadorian,1
Indian-Vegetarian-Asian-Allergy Friendly-Healthy-Alcohol-Liquor Stores,1
Indian-Vegetarian-Asian-Allergy Friendly-Healthy-Exclusive to Eats,1
Indian-Vegetarian-Asian-American-Burgers,1
Indian-Vegetarian-Asian-American-Sushi-Seafood-Diner-Pasta-Sandwiches-Soup,1
Indian-Vegetarian-Asian-Burgers-Family Meals-Healthy-Exclusive to Eats,1
Indian-Vegetarian-Asian-Chicken-Healthy,1
Indian-Vegetarian-Asian-Desserts-Healthy,1
Indian-Vegetarian-Asian-Exclusive to Eats-Vegan Friendly-Vegan-Pakistani-Healthy-Indian Curry-Diner-Gluten Free,1
Indian-Vegetarian-Asian-Family Meals,1
Vegetarian-Greek-Falafel-Sandwiches-Chicken-Vegan-Gluten Free-Mediterranean-Middle Eastern,1
Indian-Vegetarian-Asian-Family Meals-Healthy-Family Friendly-Group Friendly,1
Indian-Vegetarian-Asian-Fast Food-Chicken-Healthy,1
Indian-Vegetarian-Asian-Gluten Free-Vegan-Diner,1
Vegetarian-Greek-Middle Eastern,1
American-Mexican-Salads-Healthy-Exclusive to Eats,1
Vegetarian-Healthy,1
Indian-Vegetarian-Asian-Healthy-Allergy Friendly-Alcohol,1
Indian-Vegetarian-Asian-Healthy-Chinese-Vegan-Vegan Friendly-Vegetarian Friendly-Gluten Free-Gluten Free Friendly,1
Indian-Vegetarian-Asian-Healthy-Everyday Essentials-Convenience-Grocery-Snacks-Home &amp; Personal Care,1
Vegetarian-Healthy-Alcohol,1
American-Mexican-New American-Tex Mex,1
Indian-Vegetarian-Asian-Healthy-Family Friendly-Exclusive to Eats-Group Friendly,1
Indian-Vegetarian-Asian-Healthy-Family Friendly-Group Friendly,1
Indian-Vegetarian-Asian-Healthy-Family Friendly-Kids Friendly-Vegetarian Friendly,1
Vegetarian-Healthy-Burgers-Pasta-Salads-Sandwich,1
Indian-Vegetarian-Asian-Healthy-Gluten Free-Vegan,1
American-Mexican-Latin American,1
Indian-Vegetarian-Asian-Healthy-Indian Curry-Rice &amp; Curry-Soup-Chicken-Vegetarian Friendly-Comfort Food,1
Indian-Vegetarian-Asian-Healthy-Women-owned,1
Indian-Vegetarian-Asian-Indian Curry-Asian Fusion-Comfort Food-Halal-Biryani-Healthy-Group Friendly,1
Indian-Vegetarian-Asian-Indian Curry-Asian-Halal-Vegan Friendly-Gluten Free Friendly-Biryani-Vegetarian Friendly,1
Indian-Vegetarian-Asian-Indian Curry-Chicken-Halal-Gluten Free-Vegan-Fast Food,1
Indian-Vegetarian-Asian-Indian Curry-Chicken-Pakistani-Fast Food,1
Indian-Vegetarian-Asian-Indian Curry-Chicken-Vegetarian-Gluten Free-Diner,1
Indian-Vegetarian-Asian-Indian Curry-Gourmet-Healthy-Chicken-Soul Food-Comfort Food-Biryani-Vegan-Vegetarian-Indian Curry,1
Indian-Vegetarian-Asian-Indian Curry-Healthy-Family Friendly,1
Indian-Vegetarian-Asian-Indian Curry-Pakistani-Halal-Vegetarian Friendly-Fast Food-Exclusive to Eats,1
Indian-Vegetarian-Asian-Indian Curry-Rice &amp; Curry-Soup-Biryani-Stir​ Fried-Rice Dishes-Comfort Food-Dosa,1
Indian-Vegetarian-Asian-Indian Curry-Seafood-Vegan,1
Indian-Vegetarian-Asian-Indian-Pakistani-Indian Curry-Chicken-Halal-Vegetarian,1
Indian-Vegetarian-Asian-Mexican-Rolls-Fast Food-Street Food-Chicken-Exclusive to Eats-Vegetarian Friendly,1
Indian-Vegetarian-Asian-North Indian-Halal,1
Indian-Vegetarian-Asian-Pakistani-Chicken-Halal-Gluten Free-Fast Food,1
Indian-Vegetarian-Asian-Pakistani-Chicken-Halal-Vegetarian-Gluten Free-Vegan,1
Indian-Vegetarian-Asian-Pakistani-Exclusive to Eats-Vegetarian Friendly-Chicken,1
Indian-Vegetarian-Asian-Pakistani-Halal,1
Indian-Vegetarian-Asian-Pakistani-Halal-Indian Curry-South Indian-South Asian-Healthy-Family Meals-Exclusive to Eats,1
Indian-Vegetarian-Asian-Pakistani-Indian Curry,1
Indian-Vegetarian-Asian-Pakistani-Indian-Chicken-Fast Food-Halal,1
Indian-Vegetarian-Asian-Salads,1
Indian-Vegetarian-Asian-Salads-Healthy,1
Indian-Vegetarian-Asian-Salads-Seafood-Biryani-Desserts-Wings-Chicken,1
Indian-Vegetarian-Asian-Salads-Seafood-Healthy,1
Indian-Vegetarian-Asian-Seafood,1
Indian-Vegetarian-Asian-Specialty Foods,1
Vegetarian-Healthy-Desserts,1
Indian-Vegetarian-Asian-Vegan,1
Indian-Vegetarian-Asian-Vegan Friendly-Sandwiches-Fast Food-Street Food-Burgers-Breakfast and Brunch-Gluten Free,1
Indian-Vegetarian-Asian-Vegan-Indian Curry-Pakistani-Healthy,1
Indian-Vegetarian-Asian-Vegan-Vegan Friendly-Rolls-Chicken-Indian Curry-Family Meals-Healthy-Women-owned,1
Indian-Vegetarian-Asian-Vegetarian Friendly-Family Meals-Healthy-Halal-Group Friendly,1
Indian-Vegetarian-Asian-Vegetarian-Gluten Free-Vegan-Fast Food-Diner,1
Indian-Vegetarian-Asian-Wings-American,1
Indian-Vegetarian-Asian-Women-owned,1
Indian-Vegetarian-BOGO,1
Alcohol-Wine-Drinks,1
Indian-Vegetarian-Biryani-Pakistani-Indian Curry,1
Indian-Vegetarian-Burritos,1
American-Mexican-Family Meals-Family Friendly,1
Indian-Vegetarian-Chicken-Fast Food-Pakistani,1
Indian-Vegetarian-Chinese-Healthy,1
Indian-Vegetarian-Comfort Food,1
Indian-Vegetarian-Desserts,1
Indian-Vegetarian-Desserts-Healthy,1
Indian-Vegetarian-Desserts-Pakistani-Chicken-Halal,1
Indian-Vegetarian-Exclusive to Eats-Pakistani-Indian Curry-Chicken-BOGO-Vegetarian Friendly-Fast Food,1
Indian-Vegetarian-Exclusive to Eats-Vegan Friendly-Healthy-Vegetarian Friendly,1
Vegetarian-Healthy-Sandwich,1
American-Mexican-Exclusive to Eats,1
Indian-Vegetarian-Halal-Vegan,1
Indian-Vegetarian-Healthy,1
Indian-Vegetarian-Healthy-Family Friendly,1
Indian-Vegetarian-Healthy-Family Friendly-Group Friendly,1
Indian-Vegetarian-Healthy-Salads-Vegan Friendly,1
Indian-Vegetarian-Healthy-Vegan Friendly-Indian Curry-Chicken-Desserts-Family Friendly-Local Specialities,1
Indian-Vegetarian-Indian Curry-Chicken-Biryani,1
Indian-Vegetarian-Indian Curry-Chicken-Pakistani-Vegetarian Friendly-Exclusive to Eats,1
Indian-Vegetarian-Indian Curry-Diner,1
Indian-Vegetarian-Indian Curry-Halal-Vegan Friendly-Vegetarian Friendly-Gluten Free Friendly-Biryani,1
Indian-Vegetarian-Indian Curry-Healthy,1
Indian-Vegetarian-Indian Curry-Healthy-Gluten Free,1
Indian-Vegetarian-Indian Curry-Healthy-Gluten Free-Vegan-Exclusive to Eats,1
Indian-Vegetarian-Indian Curry-Healthy-Vegan,1
Indian-Vegetarian-Indian Curry-Pakistani-Vegan-Healthy-Gluten Free-Diner-Exclusive to Eats-Vegetarian Friendly,1
Vegetarian-Healthy-Tacos,1
Indian-Vegetarian-Pakistani,1
Indian-Vegetarian-Pakistani-Bowls-Indian Curry-Chicken-Halal-Exclusive to Eats-Vegetarian Friendly-Gluten Free-Fast Food-Diner,1
Indian-Vegetarian-Pakistani-Chicken-Halal-Vegetarian Friendly-Gluten Free-BOGO-Exclusive to Eats,1
Indian-Vegetarian-Pakistani-Chicken-Indian Curry,1
Indian-Vegetarian-Pakistani-Exclusive to Eats-Chicken,1
Indian-Vegetarian-Pakistani-Gluten Free-Vegan,1
Indian-Vegetarian-Pakistani-Indian Curry-Chicken,1
Indian-Vegetarian-Pakistani-Indian Curry-Gluten Free-Healthy,1
American-Mexican-Desserts-Family Meals,1
American-Mexican-Burritos,1
Indian-Vegetarian-Rice-bowls-Healthy,1
Indian-Vegetarian-Salads,1
Vegetarian-Indian,1
Indian-Vegetarian-Seafood-Group Friendly,1
Indian-Vegetarian-Snacks-Street Food-Vegan Friendly,1
Indian-Vegetarian-South Indian-Family Meals-Healthy-Group Friendly-Soup-Chicken-Seafood-Biryani-Rice Dishes-Rice &amp; Curry-Noodles-Desserts,1
Vegetarian-Indian Curry-Healthy-Gluten Free-Vegan,1
Indian-Vegetarian-Vegan Friendly,1
Indian-Vegetarian-Vegan Friendly-Allergy Friendly,1
Indian-Vegetarian-Vegan Friendly-Gluten Free-Street Food,1
Indian-Vegetarian-Vegan Friendly-Healthy,1
Indian-Vegetarian-Vegan Friendly-Salads-Vegan,1
Indian-Vegetarian-Vegan-Allergy Friendly,1
Indian-Vegetarian-Vegan-Gluten Free-Indian Curry,1
American-Mexican-Breakfast and Brunch-Sandwiches-Sandwich-Tacos-Pasta,1
Vegetarian-Indian-Asian,1
Indian-Vegetarian-Vegan-Vegan Friendly-Vegetarian Friendly-Pastry-Healthy,1
Indian-Vegetarian-Vegetarian Friendly-Pakistani-Chicken-Exclusive to Eats-Gluten Free,1
Indian-West Indian-North Indian-South Indian-Desserts,1
Indonesian-Asian,1
Indonesian-South East Asian-Asian-Alcohol,1
Irish,1
Irish-American-Burgers-Bar Food,1
Irish-American-Vegetarian-Friendly-Gluten-Free Friendly,1
Irish-Bar Food-Exclusive to Eats,1
Irish-Bar Food-Sandwich-American-Group Friendly,1
Irish-Bar Food-Sandwich-Burgers-Pizza-Family Friendly-Group Friendly,1
Irish-Pub,1
Irish-Pub-Traditional American-Family Meals,1
Alcohol-Liquor Stores-Wine-Convenience-Allergy Friendly,1
Irish-Sandwich-Bar Food-American-Alcohol,1
Irish-Traditional American-BBQ-Sandwich-Burgers-Wings-Desserts-Kids Friendly-Salads-Healthy,1
American-Mediterranean-Soul Food-Burgers-Family Meals,1
Italian-Allergy Friendly,1
Italian-Allergy Friendly-Family Friendly,1
Italian-American-Arabian-Family Meals,1
Italian-American-Desserts-Salads-Pizza,1
Italian-American-Family Friendly-Family Meals,1
Italian-American-Gluten Free Friendly-Pizza-Pasta-Salads-Healthy-Family Friendly-Family Meals-Exclusive to Eats-Group Friendly,1
Italian-American-New American-Salads-Healthy-Allergy Friendly,1
Vegetarian-Indian-Healthy-Chicken-Gluten Free-Indian Curry-Rice &amp; Curry-Soup,1
Italian-American-Pizza-Pasta,1
Italian-American-Pizza-Pasta-Family Meals,1
Italian-Breakfast and Brunch-Allergy Friendly,1
Vegetarian-Indian-Healthy-Family Meals,1
Italian-Breakfast and Brunch-Fast Food-Allergy Friendly-Exclusive to Eats,1
Italian-Breakfast and Brunch-Pizza,1
Italian-Chicken-Pizza,1
Italian-Chicken-Sandwich,1
American-Mediterranean-Halal,1
Italian-Comfort Food-Breakfast and Brunch,1
Vegetarian-Indian-Mediterranean-Vegetarian Friendly-Desserts-Healthy-Group Friendly,1
Italian-Comfort Food-Pizza,1
Italian-Comfort Food-Sandwich,1
Italian-Deli,1
Italian-Deli-Sandwich,1
Italian-Deli-Sandwich-Pizza-Desserts-Salads-Healthy-Family Meals,1
Italian-Desserts,1
American-Mac and Cheese-Comfort Food,1
Italian-European-Comfort Food,1
American-Mac and Cheese-Chicken,1
American-Mac and Cheese-BBQ,1
Vegetarian-Indian-Pakistani-Indian Curry-Gluten Free,1
Italian-Family Friendly-Pizza-Pasta-Seafood,1
Italian-Family Friendly-Pizza-Salads-Group Friendly,1
American-Mac and Cheese,1
American-Latin Fusion-Family Friendly,1
Italian-Family Meals-Group Friendly,1
Italian-Family Meals-Pizza-Wings,1
Italian-Family Meals-Salads,1
Italian-Greek-Mediterranean,1
Italian-Greek-Pizza,1
Italian-Kids Friendly-Pasta,1
Italian-Latin American-Pasta-Family Meals,1
Italian-Mediterranean,1
Italian-Mediterranean-American,1
Italian-Mediterranean-Greek,1
Italian-Neapolitan-Comfort Food-Pasta-Pizza,1
Italian-New American-Asian Fusion-Family Meals-Family Friendly-Allergy Friendly-Exclusive to Eats,1
Italian-PIzza-Sandwich,1
American-Kids Friendly-Seafood,1
American-Kids Friendly-Sandwich-Family Friendly,1
Italian-Pasta-Breakfast and Brunch,1
Italian-Pasta-Chicken,1
Italian-Pasta-Chicken-Snacks-Salads,1
Italian-Pasta-Chicken-Snacks-Sandwiches,1
Italian-Pasta-Chicken-Snacks-Sandwiches-Salads-Diner-Gluten Free-Vegetarian Friendly-Exclusive to Eats-BOGO,1
American-Kids Friendly-Desserts-Alcohol,1
American-Kids Friendly-Comfort Food-Grocery-Snacks-Healthy,1
Italian-Pasta-Comfort Food-Alcohol-Liquor Stores,1
American-Kids Friendly-Comfort Food,1
Italian-Pasta-Comfort Food-Allergy Friendly-Family Meals,1
Italian-Pasta-Comfort Food-Allergy Friendly-Family Meals-Family Friendly,1
Italian-Pasta-Comfort Food-American-Deli-Sandwich-Salads-Pizza-Healthy-Allergy Friendly,1
Italian-Pasta-Comfort Food-American-Pizza-Alcohol-Exclusive to Eats,1
Italian-Pasta-Comfort Food-Burgers-American,1
American-Kids Friendly-Chicken,1
American-Juice and Smoothies-Sandwiches-Burgers-Healthy,1
Italian-Pasta-Comfort Food-Family Friendly-Group Friendly,1
American-Juice and Smoothies-Healthy-Exclusive to Eats,1
Italian-Pasta-Comfort Food-Family Meals-Pizza,1
Italian-Pasta-Comfort Food-Family Meals-Pizza-Family Friendly-Sandwich,1
Italian-Pasta-Comfort Food-Family Meals-Wings,1
Italian-Pasta-Comfort Food-Pastry,1
American-Juice and Smoothies-Healthy-Breakfast and Brunch-Family Meals,1
Italian-Pasta-Comfort Food-Pizza-Allergy Friendly,1
Italian-Pasta-Comfort Food-Pizza-American-Fast Food-Chicken-Wings-Sandwich,1
American-Juice and Smoothies-Healthy,1
Italian-Pasta-Comfort Food-Pizza-Gluten Free-Gluten Free Friendly-Family Friendly,1
Italian-Pasta-Comfort Food-Pizza-Wings,1
Italian-Pasta-Comfort Food-Pizza-Wings-Alcohol,1
Italian-Pasta-Comfort Food-Salads,1
Italian-Pasta-Comfort Food-Salads-Sandwich-Pasta-Wings-Kids Friendly-Healthy-Family Friendly,1
Italian-Pasta-Comfort Food-Seafood-Allergy Friendly,1
Italian-Pasta-Comfort Food-Vegetarian Friendly-Family Meals,1
Italian-Pasta-Comfort Food-Wings-Sandwiches,1
American-Juice and Smoothies-Drinks,1
Italian-Pasta-Desserts-Family Friendly,1
Italian-Pasta-Desserts-Sandwiches-Sandwich-Pizza-Salads-Salads,1
Italian-Pasta-Exclusive to Eats,1
Italian-Pasta-Family Friendly-Group Friendly,1
American-Juice and Smoothies-Bubble Tea-Desserts-Snacks-Comfort Food-Allergy Friendly,1
Italian-Pasta-Fast Food-American-Fried Chicken,1
Italian-Pasta-Modern European-Comfort Food-Vegetarian Friendly-Noodles-Kids Friendly-European-Seafood,1
American-Japanese-Sushi,1
Italian-Pasta-Pizza-Alcohol-Group Friendly-Sandwiches-Gluten Free Friendly-Vegetarian Friendly-Soup-Salads-Chicken-Seafood-Steak-Desserts,1
Vegetarian-Indian-Salads-Healthy-Allergy Friendly-Pakistani-Bangladeshi-Indian Curry-Rice &amp; Curry,1
Vegetarian-Indian-South Indian-Healthy,1
Italian-Pasta-Pizza-Exclusive to Eats-Alcohol,1
Vegetarian-Indian-Vegetarian Friendly-Desserts-Healthy,1
Vegetarian-Italian-Pizza-Salads-Healthy,1
Italian-Pasta-Pizza-Vegan-Gluten Free,1
American-Japanese-Seafood-Exclusive to Eats,1
Italian-Pasta-Salads-Allergy Friendly,1
Italian-Pasta-Salads-BBQ-Healthy,1
Italian-Pasta-Salads-Desserts-Seafood-Pizza,1
American-Japanese-Burgers,1
Italian-Pasta-Salads-Pizza-Healthy,1
American-Jamaican-Caribbean,1
Vegetarian-Juice and Smoothies-Seafood-Healthy-Black-owned,1
Vegetarian-Mediterranean-Salads-Healthy-Group Friendly-Crepe-Lebanese-Exclusive to Eats,1
Italian-Pasta-Seafood-Salads-Pizza,1
Italian-Pasta-Vegan,1
American-Italian-Wings-Pizza,1
American-Italian-Wings,1
Vegetarian-Mexican-Chicken-Peruvian-Kids Friendly-Healthy-Seafood-Rice-bowls-Especialidades-Seafood,1
Vegetarian-Pakistani-Indian Curry-Indian-Diner-Healthy-Gluten Free-Vegan-Exclusive to Eats-Vegetarian Friendly,1
Italian-Pizza-American-Alcohol,1
Italian-Pizza-American-Allergy Friendly-Mexican-Exclusive to Eats,1
Vegetarian-Pizza-Chicken-American-Italian,1
American-Italian-Vegetarian-Friendly-Gluten-Free Friendly,1
Italian-Pizza-American-Chicken,1
Italian-Pizza-American-Chicken-Wings,1
Italian-Pizza-American-Family Friendly,1
Italian-Pizza-American-Salads-Healthy-Family Friendly-Exclusive to Eats,1
Italian-Pizza-American-Salads-Wings,1
Italian-Pizza-BBQ,1
Italian-Pizza-Burgers,1
American-Italian-Vegetarian Friendly,1
Italian-Pizza-Comfort Food-Vegetarian-Friendly-Family Friendly,1
Vegetarian-Plant Based-Gluten Free-Allergy Friendly-Vegan,1
Alcohol-Liquor Stores-Wine-Beer,1
Italian-Pizza-Desserts-Family Meals,1
Italian-Pizza-Exclusive to Eats,1
American-Italian-Salads-Pizza-Healthy,1
Italian-Pizza-Family Friendly-American-Gluten Free Friendly-Vegan-Group Friendly,1
Italian-Pizza-Family Friendly-American-Vegan-Gluten Free Friendly-Group Friendly,1
American-Italian-Salads-Pizza-Family Meals-Healthy-Alcohol-Group Friendly,1
Italian-Pizza-Fast Food,1
Italian-Pizza-Fast Food-Gluten Free-American-Chicken-Italian-Pizza-BBQ-Wings-Gluten Free,1
Italian-Pizza-Gluten Free Friendly-Family Friendly,1
Italian-Pizza-Gluten Free Friendly-Salads-Bar Food-Vegetarian Friendly-Healthy,1
Italian-Pizza-Greek-Family Friendly,1
Italian-Pizza-Halal-Family Meals-Exclusive to Eats,1
Italian-Pizza-New American-Alcohol,1
American-Italian-Salads-Healthy-Kids Friendly-whatever,1
Italian-Pizza-Pasta-American,1
Italian-Pizza-Pasta-American-Chicken,1
Italian-Pizza-Pasta-Desserts-Exclusive to Eats,1
Italian-Pizza-Pasta-Exclusive to Eats-Salads-Sandwiches,1
American-Italian-Salads-Fast Food-Desserts-Healthy-Allergy Friendly,1
Italian-Pizza-Pasta-Family Friendly-Alcohol,1
Italian-Pizza-Pasta-Family Friendly-Group Friendly,1
American-Italian-Salads-Allergy Friendly-Healthy,1
Italian-Pizza-Pasta-Gourmet-Seafood-Pizza-Salads-Chicken-Healthy-Family Friendly,1
Italian-Pizza-Pasta-Greek-Sandwich-Sandwiches-Desserts-Desserts-Family Friendly-Family Meals-Soup-Salads-Salads-Wings-Affordable Meals,1
Italian-Pizza-Pasta-Salads,1
Italian-Pizza-Pasta-Sandwich,1
Italian-Pizza-Pasta-Sandwich-Salads-Family Meals-Healthy-Exclusive to Eats,1
American-Italian-Pizza-Pizza,1
American-Italian-Pizza-Family Meals,1
Italian-Pizza-Salads-American-Sandwich-Healthy-Family Friendly,1
Vegetarian-Rolls-Salads-Healthy,1
African-Black-owned,1
Italian-Pizza-Salads-Healthy-Family Friendly-Alcohol-Group Friendly,1
Italian-Pizza-Salads-Healthy-Family Friendly-Exclusive to Eats,1
Italian-Pizza-Salads-Mediterranean-European-Sandwich-Healthy,1
Italian-Pizza-Salads-Mediterranean-Sandwich-Desserts-Healthy-Family Friendly-Family Meals,1
Italian-Pizza-Salads-Pasta-Healthy-Family Friendly,1
Italian-Pizza-Salads-Sandwich-Healthy,1
American-Italian-Pizza-Chicken-BBQ,1
American-Italian-Pizza-Allergy Friendly,1
Italian-Pizza-Sandwich-Salads-Pasta-Desserts-Healthy,1
Italian-Pizza-Sandwich-Salads-Pasta-Family Friendly,1
Italian-Pizza-Sandwiches,1
Italian-Pizza-Sandwiches-Desserts-Kids Friendly-Family Friendly-Local Specialities,1
Italian-Pizza-Vegan,1
Italian-Pizza-Vegan Friendly,1
Italian-Pizza-Vegetarian Friendly-Family Friendly,1
Vegetarian-Salads-Pasta-Italian-Sandwich-Healthy-Family Meals,1
Italian-Pizza-Wings-Pasta-Salads-Sandwich-Desserts-Healthy,1
Italian-Pizza-Wings-Salads-Salads-Rolls-Sandwiches-Seafood-Vegan Friendly-Vegetarian-Vegetarian Friendly-Cheese-Pasta-Affordable Meals-Family Friendly-Family Meals-Comfort Food-Comfort Food,1
Italian-Salads-Chicken-Healthy,1
Italian-Salads-Comfort Food-Pizza-Healthy,1
Vegetarian-Seafood-Chinese-Healthy-Family Friendly-Exclusive to Eats-Women-owned,1
Italian-Salads-Pasta,1
Italian-Salads-Pasta-Family Meals-Healthy-Group Friendly,1
American-Italian-Pizza-Alcohol,1
Vegetarian-Seafood-Indian-Healthy-Group Friendly,1
Italian-Salads-Pizza-Family Meals-Healthy,1
Vegetarian-Vegan Friendly-Gluten Free,1
Italian-Salads-Pizza-Healthy-Family Friendly,1
