category,avg_price_range
,\N
AAPI-owned, Convenience, Alcohol, Liquor Stores,\N
Affordable Meals, Burgers, Fast Food,\N
American, Breakfast and Brunch, New American,\N
American, Breakfast and Brunch, New American, Cafe,\N
American, Breakfast and Brunch, New Mexican,\N
American, Breakfast and Brunch, Pizza, Exclusive to Eats,\N
American, Breakfast and Brunch, Salads,\N
American, Breakfast and Brunch, Salads, Healthy,\N
American, Breakfast and Brunch, Salads, Pizza, Coffee and Tea,\N
American, Breakfast and Brunch, Salads, Sandwich, Burgers, Healthy, Family Meals, Family Friendly,\N
American, Breakfast and Brunch, Salads, Sandwich, Burritos,\N
American, Breakfast and Brunch, Salads, Steak, Sandwich, Family Meals, Healthy,\N
American, Breakfast and Brunch, Sandwich,\N
American, Breakfast and Brunch, Sandwich, Alcohol,\N
American, Breakfast and Brunch, Sandwich, Allergy Friendly,\N
American, Breakfast and Brunch, Sandwich, Bakery, Pizza, Family Meals, Exclusive to Eats,\N
American, Breakfast and Brunch, Sandwich, Burgers, Tacos,\N
American, Breakfast and Brunch, Sandwich, Family Meals,\N
American, Breakfast and Brunch, Sandwich, New American,\N
American, Breakfast and Brunch, Sandwich, Salads, Burgers, Healthy, Family Meals,\N
American, Breakfast and Brunch, Sandwich, Salads, Healthy,\N
American, Breakfast and Brunch, Sandwiches,\N
American, Breakfast and Brunch, Seafood, Desserts, Allergy Friendly,\N
American, Breakfast and Brunch, Seafood, Fish &amp; Seafood, Sandwich, Sandwiches, Burgers, Burgers,\N
American, Breakfast and Brunch, Snacks,\N
American, Breakfast and Brunch, Soup, Salads,\N
American, Breakfast and Brunch, Vegetarian Friendly,\N
American, Breakfast and Brunch, Vegetarian Friendly, Vegetarian, Healthy,\N
American, Breakfast and Brunch, Wings,\N
American, Breakfast and Brunch, Wings, Salads,\N
American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American,\N
American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Friendly, Family Meals,\N
American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals,\N
American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals, Family Friendly,\N
American, Breakfast and Brunch, burger, Family Meals, Family Friendly,\N
American, British, Comfort Food, Sandwich, Burgers,\N
American, Bubble Tea, Bakery,\N
American, Burgers,\N
American, Burgers, Alcohol,\N
American, Burgers, Allergy Friendly,\N
American, Burgers, Allergy Friendly, Exclusive to Eats,\N
American, Burgers, BBQ, Vegetarian, Sandwiches,\N
American, Burgers, BBQ, Vegetarian, Vegan,\N
American, Burgers, Bar Food,\N
American, Burgers, Bar Food, Family Friendly,\N
American, Burgers, Bar Food, Family Meals,\N
American, Burgers, Bar Food, Sandwich, Traditional American,\N
American, Burgers, Breakfast and Brunch,\N
American, Burgers, Breakfast and Brunch, Allergy Friendly, Family Meals, Vegan, Vegan Friendly, Sandwiches, Desserts, Comfort Food, Soup, Cheesesteak, Everyday Essentials, Group Friendly,\N
American, Burgers, Breakfast and Brunch, Chicken,\N
American, Burgers, Breakfast and Brunch, Sandwiches, Salads, Comfort Food,\N
American, Burgers, Burgers,\N
American, Burgers, Burgers, Sandwich, Sandwiches, Traditional American, Chicken, Kids Friendly, Comfort Food, Desserts, Desserts, Drinks,\N
American, Burgers, Burgers, Traditional American, Kids Friendly, Comfort Food, Sandwich, Sandwiches, Chicken, Desserts, Desserts, Drinks,\N
American, Burgers, Cheesesteak,\N
American, Burgers, Chicken,\N
American, Burgers, Chicken, Desserts,\N
American, Burgers, Chicken, Family Friendly,\N
American, Burgers, Chicken, Group Friendly,\N
American, Burgers, Chicken, Pasta, Healthy,\N
American, Burgers, Chicken, Sandwiches, Fried Chicken, Fast Food,\N
American, Burgers, Chicken, Seafood, Alcohol, Seafood, Chicken, Fried Foods, Comfort Food, Comfort Food, Bar Food, Bar Food, Affordable Meals, Family Friendly, Family Meals, Sandwiches, Sandwich, Burgers, Burgers, Southern,\N
American, Burgers, Comfort Food,\N
American, Burgers, Comfort Food, Diner, Breakfast and Brunch, Chicken, Steak, Pasta, Salads, Sandwich, Healthy, Coffee and Tea, Desserts, Family Meals,\N
American, Burgers, Comfort Food, Diner, Breakfast and Brunch, Salads, Pasta, Sandwich, Healthy, Kids Friendly, Coffee and Tea, Desserts, Family Meals,\N
American, Burgers, Comfort Food, Diner, Breakfast and Brunch, Sandwich, Salads, Chicken, Kids Friendly, Desserts, Coffee and Tea, Healthy, Pasta, Steak, Family Meals,\N
American, Burgers, Comfort Food, Diner, Chicken, Steak, Ice Cream + Frozen Yogurt, Salads, Pasta, Kids Friendly, Breakfast and Brunch, Desserts, Family Meals, Healthy,\N
American, Burgers, Comfort Food, Diner, Kids Friendly, Desserts, Chicken, Steak, Sandwich, Pasta, Breakfast and Brunch, Coffee and Tea, Ice Cream + Frozen Yogurt, Family Meals,\N
American, Burgers, Comfort Food, Family Meals,\N
American, Burgers, Comfort Food, Family Meals, Family Friendly,\N
American, Burgers, Comfort Food, Healthy, Salads, Breakfast and Brunch, Diner, Coffee and Tea, Sandwich, Pasta, Chicken, Steak, Kids Friendly, Family Meals,\N
American, Burgers, Comfort Food, Pasta, Diner, Breakfast and Brunch, Chicken, Sandwich, Salads, Healthy, Coffee and Tea, Desserts, Family Meals, Family Friendly,\N
American, Burgers, Comfort Food, Pasta, Sandwich,\N
American, Burgers, Comfort Food, Salads, Breakfast and Brunch, Diner, Sandwich, Pasta, Healthy, Coffee and Tea, Desserts, Kids Friendly, Family Meals, Family Friendly,\N
American, Burgers, Comfort Food, Sandwich, Kids Friendly, Salads, Pasta, Desserts, Ice Cream + Frozen Yogurt, Steak, Breakfast and Brunch, Coffee and Tea, Diner, Family Meals, Healthy,\N
American, Burgers, Comfort Food, Steak, Chicken, Diner, Breakfast and Brunch, Salads, Sandwich, Desserts, Kids Friendly, Healthy, Family Meals,\N
American, Burgers, Comfort Food, Vegetarian Friendly, Fast Food,\N
American, Burgers, Desserts,\N
American, Burgers, Desserts, Exclusive to Eats,\N
American, Burgers, Desserts, Family Friendly,\N
American, Burgers, Desserts, Family Meals,\N
American, Burgers, Drinks,\N
American, Burgers, Exclusive to Eats,\N
American, Burgers, Family Friendly,\N
American, Burgers, Family Friendly, Alcohol,\N
American, Burgers, Family Friendly, Comfort Food, Bar Food, Family Meals, Sandwiches,\N
American, Burgers, Family Friendly, Comfort Food, Sandwiches, Bar Food,\N
American, Burgers, Family Friendly, Wings, Alcohol,\N
American, Burgers, Family Meals,\N
American, Burgers, Family Meals, Family Friendly,\N
American, Burgers, Family Meals, Family Friendly, Group Friendly,\N
American, Burgers, Family Meals, Group Friendly,\N
American, Burgers, Fast Food,\N
American, Burgers, Fast Food, Breakfast and Brunch,\N
American, Burgers, Fast Food, Comfort Food, Family Friendly,\N
American, Burgers, Fast Food, Family Meals,\N
American, Burgers, Fast Food, Family Meals, Sandwiches, Fried Chicken,\N
American, Burgers, Fast Food, Fast Food,\N
American, Burgers, Fast Food, Fast Food, Group Friendly,\N
American, Burgers, Fast Food, Fried Chicken, Family Meals, Sandwiches,\N
American, Burgers, Fast Food, Fried Chicken, Fast Food, Sandwiches, Family Meals,\N
American, Burgers, Fast Food, Group Friendly,\N
American, Burgers, Fast Food, Sandwich,\N
American, Burgers, Fast Food, Specialty Foods,\N
American, Burgers, Fast Food, Traditional American, Vegetarian Friendly,\N
American, Burgers, Group Friendly,\N
American, Burgers, Healthy,\N
American, Burgers, Healthy, Family Meals,\N
American, Burgers, Healthy, Juice and Smoothies, Salads, Sandwiches, Breakfast and Brunch, Soup, Vegetarian, Vegetarian Friendly,\N
American, Burgers, Hot Dog, Allergy Friendly,\N
American, Burgers, Ice Cream + Frozen Yogurt,\N
American, Burgers, Kids Friendly,\N
American, Burgers, Kids Friendly, Family Meals,\N
American, Burgers, New American,\N
American, Burgers, New American, Breakfast and Brunch,\N
American, Burgers, Noodles,\N
American, Burgers, Pasta,\N
American, Burgers, Pizza,\N
American, Burgers, Pizza, Family Meals,\N
American, Burgers, Pizza, Family Meals, Alcohol,\N
American, Burgers, Pizza, Family Meals, Family Friendly, Alcohol,\N
American, Burgers, Pizza, Family Meals, Group Friendly, Alcohol,\N
American, Burgers, Pizza, Group Friendly,\N
American, Burgers, Pizza, Salads,\N
American, Burgers, Salads,\N
American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings,\N
American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings, Group Friendly,\N
American, Burgers, Salads, Healthy,\N
American, Burgers, Salads, Healthy, Family Friendly, Comfort Food, Pasta, Sandwiches, Steak, Wings,\N
American, Burgers, Salads, Sandwich, Pasta, Diner, Breakfast and Brunch, Chicken, Steak, Coffee and Tea, Healthy, Desserts, Comfort Food, Kids Friendly,\N
American, Burgers, Sandwich,\N
American, Burgers, Sandwich, Alcohol,\N
American, Burgers, Sandwich, Allergy Friendly,\N
American, Burgers, Sandwich, BBQ,\N
American, Burgers, Sandwich, Chicken, Salads, Healthy, Chicken, Fried Chicken, Exclusive to Eats,\N
American, Burgers, Sandwich, Comfort Food, Comfort Food, Affordable Meals, New Mexican, Hot Dog, Sandwich, Sandwiches,\N
American, Burgers, Sandwich, Comfort Food, Pasta, Salads, Sandwiches, Steak, Wings,\N
American, Burgers, Sandwich, Comfort Food, Salads, Healthy,\N
American, Burgers, Sandwich, Exclusive to Eats,\N
American, Burgers, Sandwich, Exclusive to Eats, Vegetarian Friendly, BBQ, Gluten Free,\N
American, Burgers, Sandwich, Family Friendly,\N
American, Burgers, Sandwich, Family Meals,\N
American, Burgers, Sandwich, Family Meals, Fried Chicken, Fast Food,\N
American, Burgers, Sandwich, Fast Food,\N
American, Burgers, Sandwich, Fast Food, Vegan Friendly,\N
American, Burgers, Sandwich, Fried Chicken, Family Meals, Fast Food,\N
American, Burgers, Sandwich, Group Friendly,\N
American, Burgers, Sandwich, Juice and Smoothies, Ice Cream + Frozen Yogurt,\N
American, Burgers, Sandwich, Kids Friendly,\N
American, Burgers, Sandwich, Pasta,\N
American, Burgers, Sandwich, Pizza,\N
American, Burgers, Sandwich, Salads, Alcohol,\N
American, Burgers, Sandwich, Salads, Breakfast and Brunch, Healthy,\N
American, Burgers, Sandwich, Salads, Breakfast and Brunch, Healthy, Family Meals,\N
American, Burgers, Sandwich, Salads, Healthy,\N
American, Burgers, Sandwich, Salads, Healthy, Alcohol,\N
American, Burgers, Sandwich, Salads, Seafood, Healthy,\N
American, Burgers, Sandwich, Salads, Wings, Comfort Food, Hot Dog,\N
American, Burgers, Sandwich, Salads, Wings, Healthy,\N
American, Burgers, Sandwich, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food,\N
American, Burgers, Sandwich, Vegan, Vegan Friendly, Greek, Comfort Food, Hawaiian, Burgers, Chicken,\N
American, Burgers, Sandwich, Wings,\N
American, Burgers, Sandwich, Wings, Breakfast and Brunch,\N
American, Burgers, Sandwiches,\N
American, Burgers, Sandwiches, Alcohol,\N
American, Burgers, Sandwiches, Allergy Friendly,\N
American, Burgers, Sandwiches, Black-owned,\N
American, Burgers, Sandwiches, Bowls, Salads, Salads,\N
American, Burgers, Sandwiches, Chicken, Desserts,\N
American, Burgers, Sandwiches, Convenience, Snacks, Everyday Essentials,\N
American, Burgers, Sandwiches, Exclusive to Eats,\N
American, Burgers, Sandwiches, Family Friendly,\N
American, Burgers, Sandwiches, Family Friendly, Fast Food,\N
American, Burgers, Sandwiches, Group Friendly,\N
American, Burgers, Sandwiches, Pizza, Alcohol,\N
American, Burgers, Sandwiches, Pizza, Salads, Bar Food, Salads, Kids Friendly, Local Specialities, Family Friendly,\N
American, Burgers, Sandwiches, Salads, Chicken,\N
American, Burgers, Sandwiches, Salads, Gluten Free,\N
American, Burgers, Sandwiches, Salads, Salads,\N
American, Burgers, Sandwiches, Salads, Soup, Noodles,\N
American, Burgers, Sandwiches, Sandwich, Chicken, Steak, Traditional American, Desserts, Drinks, Salads, Pasta, Kids Friendly, Comfort Food, Cafe,\N
